identifier	authors	journal	year	title	text
PMID:250	NA	NA	2001	NA	Rad18 is required for DNA repair and checkpoint responses in fission yeast .
PMID:251	NA	NA	2001	NA	The longest S1 - S2 interval at which S2 failed to capture ( effective refractory period ) was longer by 5 . 5 + / - 8 . 2 msec at twice threshold ( 0 . 05 less than p less than 0 . 10 ) and 5 . 5 + / - 3 . 5 msec at 5 times threshold stimulation ( p less than 0 . 01 ) when the basic drive and extrastimuli were delivered to separate sites .
PMID:252	NA	NA	2001	NA	Using lasers , PRK involves reshaping the cornea so that its refractive power is increased .
PMID:253	NA	NA	2001	NA	Using in vivo screening , we first identified a gene that appeared to interfere with the His - Asp phosphorelay between the HPt domain and the receiver domain of OmpR , provided that the gene product was expressed through a multicopy plasmid .
PMID:254	NA	NA	2001	NA	In addition , six other landmarks favored the xeroradiograph but not to the degree of statistical significance .
PMID:255	NA	NA	2001	NA	Coronary vasoconstriction caused by endothelin - 1 is enhanced by ischemia - reperfusion and by norepinephrine present in concentrations typically observed after neonatal cardiopulmonary bypass .
PMID:256	NA	NA	2001	NA	Inhibition of Raf - 1 signaling by a monoclonal antibody , which interferes with Raf - 1 activation and with Mek substrate binding .
PMID:257	NA	NA	2001	NA	Laparoscopic examination 1 year after surgery revealed an enlarged , thin - walled , and fluid - filled uterine segment cranial to the midcornus occlusion sites in all animals .
PMID:258	NA	NA	2001	NA	NBSII is essential for ribosome - stimulated activity .
PMID:259	NA	NA	2001	NA	Gel shift and southwestern experiments revealed nuclear proteins of 43 kDa and 30 kDa in GC and fish cells , respectively , that bind specifically to the tGH CRE , suggesting the involvement of CRE - binding - protein / activating - transcription - factor - l - related peptides in cAMP response .
PMID:260	NA	NA	2001	NA	Moreover , such mutations lead to a dramatic transition in chromatin structure : the DNase I hypersensitive region is replaced by two stable , sequence - positioned nucleosomes .
PMID:261	NA	NA	2001	NA	Two measures of sensory inhibition were employed , S2 / S1 x 100 amplitude ratio and S1 - S2 amplitude difference .
PMID:262	NA	NA	2001	NA	The transcriptional start site , identified by primer extension and S1 nuclease assay , is 34 nt upstream of the translation initiation codon .
PMID:263	NA	NA	2001	NA	The clinical effects of valproate and ethosuximide can be related to this differential modulation of thalamocortical excitability .
PMID:264	NA	NA	2001	NA	Central projections of gastric afferent vagal inputs .
PMID:265	NA	NA	2001	NA	Our results suggest a biological role for Elf - 1 in the regulation of IgH gene expression , attribute a functional role for receptor - induced AP - 1 proteins in B lymphocytes and provide evidence for a direct link between IgM receptor - mediated signalling and 3 ' enhancer activation .
PMID:266	NA	NA	2001	NA	Like Mdm2 , MdmX is able to bind p53 and inhibit p53 transactivation ; however , the ability of MdmX to degrade p53 has yet to be examined .
PMID:267	NA	NA	2001	NA	The structure of the mAR ORF was confirmed by sequence analysis of mAR cDNA fragments , which were obtained by PCR amplification of mouse testis cDNA , using mAR specific primers .
PMID:268	NA	NA	2001	NA	Transforming growth factor - beta ( TGF - beta ) inhibits cell cycle progression , in part through up - regulation of gene expression of the p21 ( WAF1 / Cip1 ) ( p21 ) cell cycle inhibitor .
PMID:269	NA	NA	2001	NA	Decreased plasma level of antithrombin III was assumed to be one of the major factors underlying hypercoagulable state in nephrotic syndrome .
PMID:270	NA	NA	2001	NA	In both RAW cells and the microglia cell line EOC20 , two IFN - gamma - activated transcription factors , STAT - 1alpha and IRF - 1 , bind the GAS and IRF elements , respectively .
PMID:271	NA	NA	2001	NA	All patients received marrow from HLA - identical sibling donors , underwent similar myeloablative regimens , and had similar pretreatment characteristics .
PMID:272	NA	NA	2001	NA	In Types I and II , capillary walls became thinner and more capillary lumens were visiable .
PMID:273	NA	NA	2001	NA	Immunoblot analyses revealed that the loss of activator function coincides with selective removal of the C - terminal domain ( CTD ) - hyperphosphorylated RNAP IIO along with NC2 .
PMID:274	NA	NA	2001	NA	In bell pepper , a gene encoding a major plastid - lipid associated protein is expressed as both partially and totally spliced transcripts ( respectively PAP2 and PAP1 ) .
PMID:275	NA	NA	2001	NA	Aggregation in washed platelets from rats with diabetes was enhanced .
PMID:276	NA	NA	2001	NA	Instead , the large difference in ssDNA - binding affinities reflects the loss of hexamerization ability by uvsY , suggesting that a form of intrahexamer synergism or cooperativity between binding sites within the uvsY hexamer leads to its high observed affinity for ssDNA .
PMID:277	NA	NA	2001	NA	The authors investigate in a group of 211 children aged 2 - 6 years , incl . in particular a group of 33 2 - year - old ones , in 1990 and checked in 1991 at two sites in Bratislava - - a town with a varying concentration of NOX , SO2 , dustiness and dust fallout - - their influence on the incidence , type and course of relapsing respiratory disease .
PMID:278	NA	NA	2001	NA	Such results suggest that there are no differences in the BMR of age - and weight - matched Asian Indian males , other tropical populations and Americans .
PMID:279	NA	NA	2001	NA	CONCLUSION : DaunoXome has an improved pharmacokinetic profile compared with free daunorubicin , and is well tolerated .
PMID:280	NA	NA	2001	NA	Furthermore , the zincon - loaded resin was applied to the selective concentration of trace amounts of chalcophile elements in natural water samples prior to neutron activation analysis .
PMID:281	NA	NA	2001	NA	Analyses focused on two platyrrhine ( New World monkey ) species : the common marmoset ( Callithrix jacchus ) and the brown capuchin monkey ( Cebus apella ) , each of which has paired , non - allelic gamma loci ( 5 ' - gamma 1 - gamma 2 - 3 ' ) .
PMID:282	NA	NA	2001	NA	Over half of the children initially unresponsive to H . influenzae type b meningitis subsequently developed specific antibodies .
PMID:283	NA	NA	2001	NA	The electron spin resonance study also demonstrated that the formation of superoxide - DMPO spin adduct was strongly inhibited by a selective cyclooxygenase - 2 inhibitor , etodolac , in a concentration - dependent manner .
PMID:284	NA	NA	2001	NA	Sox8 maps to the t complex on mouse chromosome 17 and to human chromosome 16p13 . 3 , a region associated with the microphthalmia - cataract syndrome CATM and the alpha - thalassemia / mental retardation syndrome ATR - 16 .
PMID:285	NA	NA	2001	NA	If vascular induction between a vascular carrier and the selected jejunal segment is done as a kind of flap prefabrication , the jejunal interposition flap can be used without the need for complex microsurgery .
PMID:286	NA	NA	2001	NA	There was no difference in the day - 42 cure rates between the QC7 ( n = 65 ) and A7 ( n = 64 ) regimens with an efficacy of 100 % in both , confirmed by parasite genotyping .
PMID:287	NA	NA	2001	NA	Acetyl - CoA carboxylase from yeast is an essential enzyme and is regulated by factors that control phospholipid metabolism .
PMID:288	NA	NA	2001	NA	The NH ( 2 ) - terminus of all three proteins contains a POZ domain , a conserved 120 amino acid motif involved in transcriptional repression and protein dimerization .
PMID:289	NA	NA	2001	NA	Recognition of DNA by single - chain derivatives of the phage 434 repressor : high affinity binding depends on both the contacted and non - contacted base pairs .
PMID:290	NA	NA	2001	NA	In the absence of Mg2 + , the extent of destabilization of tRNAPhe is greater but appears to be confined to internal regions of the acceptor and T psi C helices , as evidenced by the selectively enhanced exchange rates for imino protons associated with these base pairs .
PMID:291	NA	NA	2001	NA	This gene is named PKNOX1 by the Human Nomenclature Committee .
PMID:292	NA	NA	2001	NA	The carboxyl - terminal 75 amino acids of the two proteins contain the bHLH motif and differ from each other by only three conservative amino acid changes , while the amino - terminal portions are markedly divergent from each other .
PMID:293	NA	NA	2001	NA	A Drosophila subobscura genomic fragment containing all the exons and the late and early promotors in the Sxl gene of D . melanogaster was isolated .
PMID:294	NA	NA	2001	NA	The data from animal experiments indicate that the incidence of solid tumors in marrow transplant patients may still rise in the coming decades .
PMID:295	NA	NA	2001	NA	The results of the transient - transfection assay showed that the Sp1 binding element located in the core region ( positions - - 64 to + 1 ) of the alpha2 - integrin promoter plays an essential role in the alpha2 - integrin promoter activity and its downregulation by Erb - B2 .
PMID:296	NA	NA	2001	NA	These observations suggest that the AF - 1 region of PPARalpha is partially silenced by corepressor proteins , which might interact in a phosphorylation - dependent manner .
PMID:297	NA	NA	2001	NA	Evaluation of the effects of chelation therapy with time following strontium exposure to mice .
PMID:298	NA	NA	2001	NA	Insertion of alternatively spliced exon W into CREB mRNA during spermatogenesis results in a polycistronic RNA that encodes two novel internally translated CREB repressor isoforms called I - CREBs , consisting of the carboxy - terminal DNA - binding domain devoid of the transactivation domains .
PMID:299	NA	NA	2001	NA	The human BRCA1 promoter also contains a conserved E2F site and is similarly regulated by E2F1 and Rb .
PMID:300	NA	NA	2001	NA	In the studies described in this report , we have identified two potential Ets binding sites , EBS1 and EBS2 , which are conserved in both the human and murine interleukin - 2 enhancers .
PMID:301	NA	NA	2001	NA	An enhancement of benign liver tumors ( tumorigenic effect ) was observed only in CF1 male mice ( 17 / 56 at the only tested dose : 400 ppm vs .
PMID:302	NA	NA	2001	NA	Stamps in cardiology : de Musset sign .
PMID:303	NA	NA	2001	NA	Here , we analyzed the interaction of CYT - 18 with a small RNA ( P4 - P6 RNA ) corresponding to the isolated P4 - P6 domain of the N . crassa mitochondrial large subunit ribosomal RNA intron .
PMID:304	NA	NA	2001	NA	268 , 6858 - 6861 ) .
PMID:305	NA	NA	2001	NA	Polyglutamine - containing protein fragments have been shown to accumulate as aggregates in the nucleus and in the cytoplasm , and to induce cell death when expressed in cultured cells , leading to the proposal that polyglutamine aggregation is an important step in the pathogenesis .
PMID:306	NA	NA	2001	NA	We have previously shown that the transcriptional activator CREM is highly expressed in postmeiotic cells .
PMID:307	NA	NA	2001	NA	For more detailed mapping , we constructed mouse A9 cells containing STFs derived from human chromosome 2 tagged with pSTneo at different regions in 2q31 - qter .
PMID:308	NA	NA	2001	NA	We therefore propose that PRR2 , and not PVR , is the true human homolog of MPH .
PMID:309	NA	NA	2001	NA	We have analyzed herein the roles that four different PIAS proteins ( ARIP3 / PIASx alpha , Miz1 / PIASx beta , GBP / PIAS1 , and PIAS3 ) play in the regulation of steroid receptor - or STAT - mediated transcriptional activation .
PMID:310	NA	NA	2001	NA	Yet testosterone was predominant in the plasma of the Type II male morph which neither courts females nor nests , but instead parasitizes Type I males with sneak or satellite spawning tactics .
PMID:311	NA	NA	2001	NA	To better understand the relationship between expression of an oncogene and genetic instability , we have studied a cell line expressing an activated human Ha - ras under the control of bacterial lactose operon regulatory elements for changes in methotrexate resistance and dihydrofolate reductase ( dhfr ) gene amplification following mutant Ha - ras induction .
PMID:312	NA	NA	2001	NA	Cbl is a signaling molecule with multiple functional domains : an SH2 domain which binds phosphotyrosine residues , a RING finger domain which acts as a ubiquitin ligase , a proline - rich region which serves as a docking site for SH3 - containing proteins , phosphotyrosine residues which serve as docking sites for SH2 - containing proteins such a CrkL and the p85 subunit of PI 3 - kinase , and a nuclear localization signal .
PMID:313	NA	NA	2001	NA	No interaction with epidural anesthesia was observed .
PMID:314	NA	NA	2001	NA	Region I includes the two cysteine - cysteine zinc fingers that comprise a DNA - binding domain which typifies all members of the superfamily .
PMID:315	NA	NA	2001	NA	Leukocytoclasic vasculitis during treatment with low - dose captopril
PMID:316	NA	NA	2001	NA	In contrast to Phase III , which has a single study design - - the controlled , randomized , double - blind study - - Phase IV requires different designs for each of the many different questions .
PMID:317	NA	NA	2001	NA	The results suggest that both superficial and deep cortical venous drainage of the cat kidney should be considered when measuring renal renin release .
PMID:318	NA	NA	2001	NA	The aim of this work was to organize chemical data in a client - server environment using Database Management System and Web fashion for the client interface .
PMID:319	NA	NA	2001	NA	This bound [ 3H ] iloprost with high affinity and stimulated cAMP production when exposed to agonist .
PMID:320	NA	NA	2001	NA	The deduced amino acid sequence exhibits 95 . 3 and 76 . 1 % identity with the CAD sequences of hamster and Squalus acanthias .
PMID:321	NA	NA	2001	NA	Juvenile idiopathic inflammatory myopathies : the value of magnetic resonance imaging in the detection of muscle involvement .
PMID:322	NA	NA	2001	NA	The methods used were the AOAC method of dilution and heating ; the addition of mercuric chloride , charcoal , and Carrez reagents at 2 different pH values ; and direct analysis of sample supernatants with no treatment ( control ) .
PMID:323	NA	NA	2001	NA	In src - transformed cells GAP forms heteromeric complexes , notably with a highly tyrosine phosphorylated 62 - kDa protein ( p62 ) .
PMID:324	NA	NA	2001	NA	Genomic Southern analysis reveals 10 to 15 hybridising fragments , suggesting that maize contains a small gene family .
PMID:325	NA	NA	2001	NA	The signal - to - noise ratio ( SNR ) was calculated in the T2 - weighted sequence .
PMID:326	NA	NA	2001	NA	The MIC90 of ABK against coagulase type IV strains was rather high , 12 . 5 micrograms / ml .
PMID:327	NA	NA	2001	NA	A review of 156 patients younger than 40 treated at our Department between 1960 and 1991 with transitional cell carcinoma of the bladder revealed that 89 . 1 % had superficial ( Ta / T1 ) disease and the remaining 10 . 9 % presented with invasive disease .
PMID:328	NA	NA	2001	NA	Expression of the Asp but not the Ala gB mutation resulted in an increase in the steady - state expression of gB at the plasma membrane ( PM ) in U373 cells .
PMID:329	NA	NA	2001	NA	Large volumes of bone marrow may be required for certain types of autologous bone marrow transplants .
PMID:330	NA	NA	2001	NA	These results suggest that dauricine and verapamil have a salutary effect in extracorporeal circulation .
PMID:331	NA	NA	2001	NA	Central - venous - catheter - related infection is readily diagnosed by comparing simultaneous quantitative cultures of blood samples obtained via the catheter and a peripheral vein .
PMID:332	NA	NA	2001	NA	For evaluation of the model , simulations of physiological excitation and of pathologies ( Wolff - Parkinson - White syndrome , complete AV - block , inferior wall ischaemia ) were examined .
PMID:333	NA	NA	2001	NA	For rotating stimuli presented to the dominant eye , this class of neurons responded best to rotation of the visual world about an axis oriented near the horizontal plane and approximately 45 degrees azimuth .
PMID:334	NA	NA	2001	NA	Protein kinase C transiently activated heteromeric N - methyl - D - aspartate receptor channels independent of the phosphorylatable C - terminal splice domain and of consensus phosphorylation sites .
PMID:335	NA	NA	2001	NA	The incidence of the variability of the free PSA / total PSA ratio on the early diagnosis of prostate cancer
PMID:336	NA	NA	2001	NA	Moreover , we show that ectopic expression of the E2A protein E12 in this macrophage line results in the induction of many B lineage genes , including EBF , IL7Ralpha , lambda5 , and Rag - 1 , and the ability to induce kappa light chain in response to mitogen .
PMID:337	NA	NA	2001	NA	A TAAATA sequence is present 26 nt upstream from the major CAP site , and within the 5 ' - flanking region there are several putative transcription factor binding sites .
PMID:338	NA	NA	2001	NA	OBJECTIVES : The present study tested the hypothesis that stimulating the central noradrenergic system using the new noradrenaline re - uptake inhibitor reboxetine would result in a dose - dependent enhancement of memory for emotional material in man .
PMID:339	NA	NA	2001	NA	Iris binding and bioavailability .
PMID:340	NA	NA	2001	NA	The dopamine D1 dopamine receptor antagonist SCH 23390 dose dependently ( 7 . 5 - 30 micrograms / kg s . c . ) antagonized the stimulant locomotor effect on both drugs but did not prevent their antiimmobility effect on the behavioral despair test .
PMID:341	NA	NA	2001	NA	Neither symptoms , virions , nor viral RNA was detectable in plants inoculated with this mutant or a mutant with a frameshift mutation in the coat gene .
PMID:342	NA	NA	2001	NA	Chromaffin cells transfected with a plasmid with the entire coding sequence of c - Rabphilin3a inserted in the antisense orientation inhibited secretion of co - expressed GH by approximately 30 % .
PMID:343	NA	NA	2001	NA	A sequence - ready 3 - Mb PAC contig covering 16 breakpoints of the Wilms tumor / anirida region of human chromosome 11p13 .
PMID:344	NA	NA	2001	NA	Compression of pulmonary artery and right ventricular outflow tract by aneurysm of ascending aorta .
PMID:345	NA	NA	2001	NA	The sulfur species could be separated within less than 4 min by CZE with a pyromellitic acid electrolyte at pH 3 . 5 to 5 . 0 .
PMID:346	NA	NA	2001	NA	High expression of p51A ( TAp63gamma ) in the skeletal muscle tissue drove us to investigate a differentiation - inducible myoblastic cell line which showed increased p51A expression after differentiation induction .
PMID:347	NA	NA	2001	NA	Nosographic problems
PMID:348	NA	NA	2001	NA	Since UmuD protein is proteolytically processed to an active form ( UmuD * ) in a RecA * - dependent fashion , and MucA shares extensive amino acid homology with UmuD , we examined whether MucA is similarly processed in the cell , using antiserum against a LacZ ' - ' MucA fusion protein .
PMID:349	NA	NA	2001	NA	Changes in BHR were found to correlate significantly with changes in the levels of 24 h mean SO2 , NO2 and smoke ; 48 h mean NO2 and smoke ; 24 h lag NO2 ; although the effect was only small , accounting for approximately 10 % of the variability in within - subject BHR between visits .
PMID:350	NA	NA	2001	NA	50 - nucleotide ) intron to AA .
PMID:351	NA	NA	2001	NA	Foamy viruses ( FVs ) express the Gag protein as a precursor with a molecular mass of 74 kDa ( pr74 ) from which a 70 - kDa protein ( p70 ) is cleaved by the viral protease .
PMID:352	NA	NA	2001	NA	Identification of domains mediating transcription activation , repression , and inhibition in the paired - related homeobox protein , Prx2 ( S8 ) .
PMID:353	NA	NA	2001	NA	Because of the structural similarities the new gene will be termed scERV2 from now on .
PMID:354	NA	NA	2001	NA	Where the resonator has two holes , these terms should be somewhat modified : A is the combined area of the two holes , L is 16 / 3pi r ( ~ 1 . 7r ) for a simple hole in a thin - walled vessel and r is the radius of one hole ( Seto , 1971 ) .
PMID:355	NA	NA	2001	NA	The most distal active site in TIGA is created by excision of a 66 - bp intron .
PMID:356	NA	NA	2001	NA	GeneCalling analysis was successful in detecting members of complex metabolic pathways and uncovering novel genes that were either coincidentally regulated or directly involved in such pathways .
PMID:357	NA	NA	2001	NA	Cerebellar functional compensation after its complete destruction by a neoplasm
PMID:358	NA	NA	2001	NA	Analysis of the DNA sequence upstream of the narQ gene , which encodes the second nitrate - responsive sensor - transmitter protein in Escherichia coli , revealed an open reading frame ( ORF ) whose product shows a high degree of similarity to a number of iron - sulfur proteins as well as to the beta subunit of glutamate synthase ( gltD ) of E . coli .
PMID:359	NA	NA	2001	NA	Thus , the antibody class switch appears to be directed by induction of accessibility , as assayed by transcription of germ line CH genes .
PMID:360	NA	NA	2001	NA	With repetitive intermittent exercise , gradual increases in blood lactate concentration [ ( LA ] b ) occurred , whereas its rate of accumulation ( delta [ LA ] b ) decreased .
PMID:361	NA	NA	2001	NA	Wingless / Wnt signaling directs cell - fate choices during embryonic development .
PMID:362	NA	NA	2001	NA	In CYP7A1 transgenic mice , livers contained approximately 3 - fold more sterol response element - binding protein - 2 mRNA .
PMID:363	NA	NA	2001	NA	Patients with the chronic photosensitivity dermatitis with actinic reticuloid syndrome have high total serum IgE concentrations .
PMID:364	NA	NA	2001	NA	Furthermore , the cognate binding protein is present in both rat and human ( HeLa ) cell nuclear extracts .
PMID:365	NA	NA	2001	NA	The effect of stimulation of the entopeduncular nucleus ( EP ) on the jaw - opening reflex ( JOR ) was studied in the cat anesthetized with sodium pentobarbital .
PMID:366	NA	NA	2001	NA	We cloned the BamHI - F fragment from the left end of Ad4 in pUC13 - 1 between the SalI and BamHI sites in order to carry out the structural analysis of the E1A region of Ad4 .
PMID:367	NA	NA	2001	NA	Results of this study indicate that when amniotic fluid samples are stored frozen and strict quality control is maintained in analytic procedures , only minimal changes occur in phospholipid concentrations over 12 months .
PMID:368	NA	NA	2001	NA	The objective of this research was to determine if ergotamine , an ergopeptine alkaloid isolated from Neotyphodium - infected grasses and associated with toxicoses in livestock , altered plasma concentrations of reproductive hormones in follicular phase heifers and in cows given a progestin implant .
PMID:369	NA	NA	2001	NA	The following parameters were measured : onset time ( time interval from injection to maximal or total block ) , T125 / 75 ( time for T1 to reach 25 % or 75 % of control ) , TOF70 ( time for TOF ratio to reach 70 % of control ) , heart rate and blood pressure .
PMID:370	NA	NA	2001	NA	Ectopic Xbra can induce Xegr - 1 transcription by an indirect mechanism that appears to operate via primary activation of fibroblast growth factor secretion .
PMID:371	NA	NA	2001	NA	A total of 10 , 763 men and 3 , 118 women has been studied , of whom 97 % and 89 % , respectively , have been traced and 36 % and 16 % have died .
PMID:372	NA	NA	2001	NA	The association of I - 92 with p92 , p84 , p75 , p73 , p69 , and p57 was completely reversible after treatment with the detergent deoxycholate ( DOC ) .
PMID:373	NA	NA	2001	NA	Although the elevated signalling is eliminated by deletion of Ste20p ( or components downstream of Ste20p ) , the growth and morphological abnormalities of cells lacking Akr1p are not rescued by deletion of any of the known pheromone response pathway components .
PMID:374	NA	NA	2001	NA	2 ) Depending on the structure , certain compounds are sequestered in the cornea ( presumably the stroma ) and form a release system into the anterior aqueous .
PMID:375	NA	NA	2001	NA	To gain further insights into these events , the porcine G alpha i - 3 gene minimal promoter was characterized and found 67 base pairs upstream from the major transcription start site .
PMID:376	NA	NA	2001	NA	Two authors , two journal titles , two drug names , and two topics of a general medical nature were retrieved under identical circumstances and conditions on the hosts DATA - STAR , DIALOG , DIMDI , and STN .
PMID:377	NA	NA	2001	NA	For example , the presence of two related genes , b and b ' , in the cyanobacterium suggests that its ATP synthase is a complex of nine polypeptides , and that it may have single copies of related b and b ' proteins rather than two copies of identical b subunits as found in the E . coli enzyme . 4 + off
PMID:378	NA	NA	2001	NA	DDD ( R ) pacing with automatic mode switch in patients with paroxysmal atrial fibrillation following AV nodal ablation .
PMID:379	NA	NA	2001	NA	These events were only weakly stimulated by the activated PDGF alpha - receptor .
PMID:380	NA	NA	2001	NA	These results establish that the DNA fragment we have isolated contains the human gp130 promoter and that interleukin - 6 type cytokines may influence the activity of this promoter via activated STATs .
PMID:381	NA	NA	2001	NA	Only 53 % of all injuries and 12 . 5 % of serious injuries involved children , and in contrast to the 1950s and early 1960s , young adults appear at greatest risk in the 1980s .
PMID:382	NA	NA	2001	NA	Three simple methods of detecting malnutrition on medical wards .
PMID:383	NA	NA	2001	NA	We also show that an internal fragment of U24 methylation guide snoRNA , encompassing the upstream antisense element and the D ' and C ' box motifs , can support the site - specific methylation of rRNA .
PMID:384	NA	NA	2001	NA	The gap protein knirps mediates both quenching and direct repression in the Drosophila embryo .
PMID:385	NA	NA	2001	NA	One of them is its limited sensitivity to weak interactions , which are common in the mammalian cerebral cortex .
PMID:386	NA	NA	2001	NA	An infant of 8 months with congenital glaucoma and hemophilia A lost one eye due to haemorrhages after trabeculotomy in an eye hospital .
PMID:387	NA	NA	2001	NA	Encapsulation of sodium fluorescein for dye release studies .
PMID:388	NA	NA	2001	NA	Ethanol preference in strains of rats selectively bred for behavioral characteristics .
PMID:389	NA	NA	2001	NA	VAV and SOCS1 form a protein complex through interactions between the VAV NH ( 2 ) - terminal regulatory region and the SH2 domain of SOCS1 in a phosphotyrosine - independent manner .
PMID:390	NA	NA	2001	NA	Incubation of HeLa cell cytoplasmic extracts with a purified recombinant glutathione S - transferase - raf fusion protein in the presence of ATP released active NF - kappa B that could be detected by electrophoretic gel mobility shift assay .
PMID:391	NA	NA	2001	NA	Cefminox shows greater in vivo activity than that expected for the MICs , excellent efficacy and safety .
PMID:392	NA	NA	2001	NA	Both the p38 kinase inhibitor SB205380 ( SB ) and cotransfection of a dominant - negative mutant of p38 kinase reduced IL - 1beta stimulation of the hBNP promoter .
PMID:393	NA	NA	2001	NA	Recent geological studies focusing on the Davie Fracture Zone of the Mozambique Channel offer a resolution to this situation , by suggesting the presence of a land - bridge from the mid - Eocene to the early Miocene , an interval that matches the ages of Madagascar ' s mammalian groups .
PMID:394	NA	NA	2001	NA	We have previously demonstrated that pyrene in diesel - exhaust particles ( DEP ) has an adjuvant activity on immunoglobulin E ( IgE ) antibody production in mice immunized with Japanese cedar pollen allergen ( JCPA ) or ovalbumin ( OA ) intraperitoneally .
PMID:395	NA	NA	2001	NA	On the basis of 8 cases , the authors report different clinical pictures all caused by cardiac toxicity of 5FU .
PMID:396	NA	NA	2001	NA	The immunoprofile of 60 adult patients of pulmonary tuberculosis was studied and compared with 22 normal controls .
PMID:397	NA	NA	2001	NA	Effects of long - term use of raloxifene , a selective estrogen receptor modulator , on thyroid function test profiles .
PMID:398	NA	NA	2001	NA	Module 2 of RifA lacks a beta - ketoacyl : acyl carrier protein reductase ( KR ) domain and the one in module 3 has an apparently inactive NADPH binding motif , similar to one found in the Er PKS , while the other eight KR domains of the Rf PKS should be functional .
PMID:399	NA	NA	2001	NA	Synergy between interferon - gamma and tumor necrosis factor - alpha in transcriptional activation is mediated by cooperation between signal transducer and activator of transcription 1 and nuclear factor kappaB .
PMID:400	NA	NA	2001	NA	The corresponding tetrapeptide sequences SSPD and SATD for human and mouse PKC - epsilon , respectively , are unusual for caspase - 3 .
PMID:401	NA	NA	2001	NA	The effect of pneumoperitoneum on dissemination and scar implantation of intra - abdominal tumor cells .
PMID:402	NA	NA	2001	NA	CONCLUSIONS : In the results of this study , SDB , even snoring , was independently associated with hypertension in both men and women .
PMID:403	NA	NA	2001	NA	A poly ( ortho ester ) designed for combined ocular delivery of dexamethasone sodium phosphate and 5 - fluorouracil : subconjunctival tolerance and in vitro release .
PMID:404	NA	NA	2001	NA	Subclones stably expressing alpha1A - , alpha1B - , and alpha1D - ARs under control of an inducible promoter , or at high and low receptor density , were isolated and characterized .
PMID:405	NA	NA	2001	NA	Transfection of both Calu - 6 and JEG - 3 cells with a PKA expression vector resulted in a 10 - fold induction of human renin transcriptional activity in constructs containing the native or consensus CRE and 5 - fold activation in a construct containing a nonfunctional CRE .
PMID:406	NA	NA	2001	NA	In renal vein thrombosis , similar pattern to acute tubular necrosis was found but RI venography was helpful .
PMID:407	NA	NA	2001	NA	Restricted expression of a novel murine atonal - related bHLH protein in undifferentiated neural precursors .
PMID:408	NA	NA	2001	NA	Oligo - [ alpha ] - deoxynucleotides can be derived by stabilizing ( intercalating ) agents or reactive groups ( cleaving reagents , cross - linkers . . . ) .
PMID:409	NA	NA	2001	NA	Electronic structure of Si ( 111 ) - NiSi2 ( 111 ) A - type and B - type interfaces .
PMID:410	NA	NA	2001	NA	In addition , two cis - acting elements direct the first zygotic expression of Kr in a striped subpattern within the central region of the blastoderm embryo .
PMID:411	NA	NA	2001	NA	Embryonal mortality
PMID:412	NA	NA	2001	NA	Regardless of muscle tensioning or marination treatments , aging of the carcass for 24 h ( T1 , T2 , and T3 ) produced meats with lower shear values than those from hot - boned carcasses ( T4 and T5 ) .
PMID:413	NA	NA	2001	NA	This effect was stronger after multiple predoses of sertraline , when imipramine Cmax and AUC ( 0 - infinity ) were increased by 39 % and 68 % , respectively .
PMID:414	NA	NA	2001	NA	For capsules containing only the drug , the value of T50 increased as the particle size of the drug decreased .
PMID:415	NA	NA	2001	NA	Its prognostic impact is superior to the T1 / 2 one ( RR = 2 . 9 ; p = 0 . 0010 ) .
PMID:416	NA	NA	2001	NA	We also show that in fusions with the DNA binding domain of GAL4 , full activity requires the entire BHV - alpha TIF , although both amino and carboxyl termini display some activity on their own .
PMID:417	NA	NA	2001	NA	As well , variation in capillary size and density was apparent between ventricles in the fetal and neonatal periods .
PMID:418	NA	NA	2001	NA	Previous studies have demonstrated that the 21 - or the 72 - bp repeat transcriptional control elements enhance the efficiency of SV40 DNA replication in vivo , provided either of these repeats is located near the end of the core replication origin containing the 17 - bp A + T - containing sequence .
PMID:419	NA	NA	2001	NA	It is pathogenetically proved to use antithrombin III concentrate preparations with anti - and dysaggregatory properties , fibronectin preparations , trasylol or its analogs during complex preoperative preparation of patients .
PMID:420	NA	NA	2001	NA	ER and DR were significantly correlated with MIB - 1 LI ( P < 0 . 01 and P < 0 . 05 , respectively ) , but RI and Td / Te were not .
PMID:421	NA	NA	2001	NA	D . , and Long , C .
PMID:422	NA	NA	2001	NA	A lead phthalocyanin method for the demonstration of acid hydrolases in plant and animal tissues .
PMID:423	NA	NA	2001	NA	On the sixth postirradiation day the absorption of phenobarbitone , sulphafurazole and mecamylamine had returned to the control level , but the absorption of quinidine and isoniazid was still retarded .
PMID:424	NA	NA	2001	NA	Here , we describe the three - dimensional structure of the enzyme from Escherichia colidetermined and refined to 2 . 0 A resolution .
PMID:425	NA	NA	2001	NA	cDNA cloning , sequencing and chromosome mapping of a non - erythroid spectrin , human alpha - fodrin .
PMID:426	NA	NA	2001	NA	In serial recall from short - term memory , repeated items are recalled well when close together ( repetition facilitation ) , but not when far apart ( repetition inhibition ; the Ranschburg effect ) .
PMID:427	NA	NA	2001	NA	Posterior osteophytes around the posterior edges of vertebral body resulted in intervertebral insufficiency , and corresponded to hypertrophic spur in osteochondrosis .
PMID:428	NA	NA	2001	NA	LV compliance was determined from the slope of the LV end - diastolic pressure ( LVEDP ) vs .
PMID:429	NA	NA	2001	NA	Biol .
