id	char_start	char_end	label
PMID:867	90	94	DISEASE
PMID:867	223	227	DISEASE
PMID:867	281	301	DISEASE
PMID:868	0	36	DISEASE
PMID:869	62	100	DISEASE
PMID:869	103	106	DISEASE
PMID:869	109	112	DISEASE
PMID:870	49	52	DISEASE
PMID:870	406	409	DISEASE
PMID:870	412	415	DISEASE
PMID:872	46	49	DISEASE
PMID:872	52	55	DISEASE
PMID:873	51	62	DISEASE
PMID:875	125	139	DISEASE
PMID:878	29	47	DISEASE
PMID:878	50	52	DISEASE
PMID:879	21	39	DISEASE
PMID:879	42	44	DISEASE
PMID:879	136	138	DISEASE
PMID:880	14	16	DISEASE
PMID:881	40	42	DISEASE
PMID:882	168	170	DISEASE
PMID:888	40	42	DISEASE
PMID:888	111	134	DISEASE
PMID:889	0	15	DISEASE
PMID:889	32	65	DISEASE
PMID:890	0	13	DISEASE
PMID:890	34	71	DISEASE
PMID:890	86	108	DISEASE
PMID:890	136	182	DISEASE
PMID:890	185	213	DISEASE
PMID:891	22	35	DISEASE
PMID:892	38	51	DISEASE
PMID:892	84	98	DISEASE
PMID:895	77	90	DISEASE
PMID:896	16	36	DISEASE
PMID:896	105	125	DISEASE
PMID:898	71	93	DISEASE
PMID:899	0	22	DISEASE
PMID:899	29	56	DISEASE
PMID:899	99	105	DISEASE
PMID:900	66	73	DISEASE
PMID:900	111	133	DISEASE
PMID:901	158	164	DISEASE
PMID:902	42	64	DISEASE
PMID:902	275	280	DISEASE
PMID:903	21	29	DISEASE
PMID:903	47	62	DISEASE
PMID:904	51	59	DISEASE
PMID:905	19	24	DISEASE
PMID:906	73	95	DISEASE
PMID:908	126	134	DISEASE
PMID:908	137	152	DISEASE
PMID:908	206	219	DISEASE
PMID:909	63	68	DISEASE
PMID:910	82	105	DISEASE
PMID:911	75	100	DISEASE
PMID:911	111	134	DISEASE
PMID:912	46	71	DISEASE
PMID:917	200	223	DISEASE
PMID:919	97	122	DISEASE
PMID:919	133	156	DISEASE
PMID:920	22	66	DISEASE
PMID:921	0	44	DISEASE
PMID:921	47	51	DISEASE
PMID:921	70	116	DISEASE
PMID:929	210	214	DISEASE
PMID:930	50	54	DISEASE
PMID:931	65	82	DISEASE
PMID:932	0	17	DISEASE
PMID:932	20	24	DISEASE
PMID:932	52	69	DISEASE
PMID:932	78	119	DISEASE
PMID:932	180	212	DISEASE
PMID:932	215	246	DISEASE
PMID:932	249	275	DISEASE
PMID:932	282	318	DISEASE
PMID:933	0	4	DISEASE
PMID:933	69	73	DISEASE
PMID:934	4	8	DISEASE
PMID:934	131	135	DISEASE
PMID:936	92	96	DISEASE
PMID:937	166	170	DISEASE
PMID:938	22	26	DISEASE
PMID:938	50	72	DISEASE
PMID:939	116	127	DISEASE
PMID:940	0	11	DISEASE
PMID:940	22	51	DISEASE
PMID:940	62	118	DISEASE
PMID:941	48	59	DISEASE
PMID:944	135	165	DISEASE
PMID:945	34	64	DISEASE
PMID:945	67	70	DISEASE
PMID:953	90	110	DISEASE
PMID:954	46	62	DISEASE
PMID:955	0	16	DISEASE
PMID:955	23	69	DISEASE
PMID:955	87	121	DISEASE
PMID:955	138	151	DISEASE
PMID:957	128	144	DISEASE
PMID:966	32	48	DISEASE
PMID:966	78	94	DISEASE
PMID:966	129	150	DISEASE
PMID:966	154	171	DISEASE
PMID:967	13	41	DISEASE
PMID:967	44	47	DISEASE
PMID:968	94	122	DISEASE
PMID:968	125	128	DISEASE
PMID:968	185	188	DISEASE
PMID:968	275	278	DISEASE
PMID:969	46	49	DISEASE
PMID:969	80	83	DISEASE
PMID:971	27	30	DISEASE
PMID:972	54	57	DISEASE
PMID:977	48	51	DISEASE
PMID:977	68	79	DISEASE
PMID:977	82	99	DISEASE
PMID:977	116	123	DISEASE
PMID:984	29	32	DISEASE
PMID:985	30	33	DISEASE
PMID:987	4	49	DISEASE
PMID:996	0	45	DISEASE
PMID:997	26	71	DISEASE
PMID:997	74	77	DISEASE
PMID:998	84	107	DISEASE
PMID:998	110	113	DISEASE
PMID:999	10	23	DISEASE
PMID:999	26	33	DISEASE
PMID:999	41	60	DISEASE
PMID:999	63	77	DISEASE
PMID:999	94	113	DISEASE
